BGC_ID,num_compounds,compounds,num_activity,activity,any_known_activity
BGC0002697,4,clipibicyclene;azabicyclene B;azabicyclene C;azabicyclene D,1,antibacterial,TRUE
BGC0002698,1,phaeornamide,0,,FALSE
BGC0002699,2,nostolysamide A;nostolysamide B,0,,FALSE
BGC0002700,1,bacinapeptin,0,,FALSE
BGC0002701,1,paenithipeptin,0,,FALSE
BGC0002702,1,GP6738,2,antibacterial;inhibitor,TRUE
BGC0002703,1,archalan α,0,,FALSE
BGC0002704,1,archalan β,0,,FALSE
BGC0002706,1,saframycin Mx1,0,,FALSE
BGC0002707,1,(+)-δ-cadinol,0,,FALSE
BGC0002708,1,(+)-δ-cadinol,0,,FALSE
BGC0002709,1,aurofusarin,0,,FALSE
BGC0002710,6,metachelin C;metachelin A;metachelin A-CE;metachelin B;dimerumic acid 11-mannoside;dimerumic acid,0,,FALSE
BGC0002711,2,nostovalerolactone;9-dehydronostovalerolactone,0,,FALSE
BGC0002712,4,WS-5995 D;WS-5995 B;WS-5995 C;SEK 43,0,,FALSE
BGC0002713,4,mevalagmapeptide A;mevalagmapeptide B;mevalagmapeptide C;mevalagmapeptide D,0,,FALSE
BGC0002715,3,HTTPCA;prepiscibactin;piscibactin,0,,FALSE
BGC0002716,8,gamexpeptide A;gamexpeptide B;gamexpeptide E;luminmide B;luminmide D;luminmide E;luminmide F;luminmide G,0,,FALSE
BGC0002718,5,madurastatin A2;madurastatin E1;madurastatin F;madurastatin G1;madurastatin A1,0,,FALSE
BGC0002719,1,thanafactin A,0,,FALSE
BGC0002721,3,α-hydroxynitrile glucoside;β-hydroxynitrile glucoside;γ-hydroxynitrile glucoside,0,,FALSE
BGC0002722,2,α-chaconine;α-solanine,0,,FALSE
BGC0002723,1,casbene,0,,FALSE
BGC0002724,1,casbene,0,,FALSE
BGC0002725,1,prunipeptin,0,,FALSE
BGC0002726,5,4-chloropinselin;pinselin;chloromonilinic acid B;chloromonilinic acid D;4-hydroxyvertixanthone,0,,FALSE
BGC0002729,1,sordarial,0,,FALSE
BGC0002731,3,nanangenine A;nanangenine B;nanangenine C,0,,FALSE
BGC0002732,5,WS 79089B;benaphthamycin;WS 79089D;WS 79089A;WS 79089C,0,,FALSE
BGC0002733,1,sinapigladioside,0,,FALSE
BGC0002734,1,"2,4-dihydroxy-5,6-dimethyl benzaldehyde",0,,FALSE
BGC0002735,4,incarnatapeptin A;incarnatapeptin B;dentigerumycin F;dentigerumycin G,0,,FALSE
BGC0002736,1,preaspterpenacid I,0,,FALSE
BGC0002745,1,verrucosidin,0,,FALSE
BGC0002746,1,dendrothelin A,0,,FALSE
BGC0002747,1,lentinulin A,0,,FALSE
BGC0002749,1,aspcandine,0,,FALSE
